"","title","contents"
"48","美, 헝가리 비자 면제 제한…'스웨덴 나토가입 저지' 보복?","  김경희 특파원 = 미국 정부가 헝가리에 대한 비자 면제 프로그램에 전격 제한 조치를 발표했다. 1일(현지시간) 정치전문매체 폴리티코에 따르면, 2011~2020년 발행된 헝가리 여권의 경우 전자여행허가제(ESTA) 적용에... "
"49","헝가리 Dental World 전시회 참관기","  무역관 □ 헝가리 치과전시회(Dental World) 전시회 개요 ㅇ 전시회 개요 - (연혁) 헝가리 치과전시회(Dental World) 전시회는 중동부 유럽 최대 규모의 치과 전시회로, 2001년 첫 전시회가 시작돼 올해로 17번째... "
"50","헝가리 발라톤 호수","  헝가리 발라톤 호수는 236km센트럴 유럽에서 가장 큰 호수와 티하니 성당을 관광객들이 많이 찾는 곳이다.... 지역으로 리조트 타운이 많고 북쪽은 산악 지역으로 역사와 와인이 유명하다.(국제뉴스 애독자 헝가리 이상우) "
"51","우크라이나-러시아 천연가스 공급 계약 종료 임박","  우크라이나가 러시아와의 가스 운송 협정을 종료할 경우 세르비아가 헝가리에 러시아 천연 가스의 선적을 증가시킬 것이라고 헝가리 외무장관이 지난 20일 말했다. AP통신에 따르면 부치치 세르비아 대통령이... "
"52","헝가리 잼버리 대원들""환대에 너무 감사 인연을 이어갔으면 좋겠습니다""","  Balint Patrik 잼버리 헝가리대원 대표리더가 건양대에 대한 감사의 뜻으로 스카우트잼버리 뱃지를 김용하... 세계스카우트잼버리 헝가리 출신 참가대원 212명이 12일 퇴영식을 위해 서울로 떠나며 자신들을 환대해준... "
"53","조니 뎁, 헝가리 호텔서 의식 잃은 채 발견…""상태 심각""","  할리우드 배우 조니 뎁(60)이 헝가리 부다페스트에서 공연을 앞두고 의식을 잃은 채 발견됐다. 25일(현지시간) 헝가리 현지 매체에 따르면, 뎁은 지난 18일 헝가리 부다페스트의 한 호텔에서 머무르던 도중 의식을 잃은 채... "
"54","덴마크·헝가리·독일서…홀란 잡으러 왔다","  대신 1000억원을 투자해 ‘헝가리 베컴’이라 불리는 공격형 미드필더 도미니크 소보슬러이(22·헝가리)를 데려왔다. 또 지난해 카타르월드컵 아르헨티나 우승 주역인 브라이턴의 미드필더 알렉시스 맥앨리스터(25)도... "
"55","""환대에 너무 감사"" 잼버리 헝가리 대원, 건양대 퇴소 귀국길","  세계스카우트잼버리 헝가리 대표리더는 4박5일 간 머문 충남 논산 건양대학교 기숙사를 떠나며 이같이 말했다. 패트릭은 “(건양대와 논산시의) 배려를 잊지 않겠다”며 “만약 헝가리에 온다면 우리가 똑같이 잘 보살펴... "
"56","신왕다, 헝가리에 공장 설립한다...2025년 가동","  중국 남부 선전에 본사를 둔 배터리 제조사가 헝가리에 공장을 건설한다. 총 투자 규모는 2억6400만 달러다. 오토모티브뉴스는 11일 “신왕다가 헝가리 북동부의 니레지하자에 전기차 배터리 공장을 건설한다”고... "
"57","[해외] 헝가리 유럽국제낚시박람회 참관기_EFTTEX 2023","  헝가리 유럽국제낚시박람회 참관기EFTTEX 2023글·사진 김오영 (사)한국낚시협회 회장▲ 지난 6월 15~17일 헝가리 부다페스트에서 열린 2023 유럽국제낚시박람회 한국관. 해양수산부 지원으로 한국낚시협회 소속 아피스... "
"58","헝가리 여행 계획한다면? 항공‧호텔 더블 할인받기!","  타이드스퀘어가 헝가리관광청과 함께 9월20일까지 할인 프로모션을 진행한다 / 타이드스퀘어 타이드스퀘어가 헝가리관광청과 함께 '2023 다시 떠나는 헝가리 여행_항공‧호텔 더블 할인 프로모션'을 진행한다.... "
"59","부스 철거하는 헝가리 대원들","  = 8일 오전 전북 부안군 잼버리 대회장에서 새만금 세계스카우트잼버리에 참가한 헝가리 대원들이 부스 철거를 하고 있다. 기록적인 폭염과 북상하고 있는 태풍 '카눈'의 영향으로 세계스카우트연맹은 잼버리 조기... "
"60","건양대 머무른 헝가리 잼버리 대원들 ""감사했습니다""","  세계스카우트잼버리 헝가리 출신 참가대원 212명이 12일 퇴영식을 위해 서울로 떠나며 자신들을 환대해준... 초청해 헝가리 전통 노래와 율동을 선보이는 깜짝 공연을 펼치기도 했다.갑자기 대학을 방문하게 된 잼버리... "
"61","우상혁 우승 기대감 UP! 예선 4위로 세계육상선수권 결선 진출 [MK부다페스트...","  우상혁이 20일 헝가리 부다페스트에서 열린 2023 세계육상선수권대회 대회 2일차 높이뛰기 종목 예선에서 2.... 이를 반영하듯 헝가리 부다페스트 현지에서도 주헝가리대사관과 한인 교민 40여명이 관전하며 우상혁을... "
"62","미디어젠 AI 기술, '2023 헝가리 세계육상선수권대회' 빛낸다!...한국어 AI 음...","  행사이미지 갈무리 미디어젠이 현지시간 19일부터 27일까지 헝가리 부다페스트 세계육상선수권 대회에 한국어 음성합성(TTS) 기술을 공급한다. 세계육상선수권대회는 국제 육상 경기 연맹이 주관하는 세계 최대 육상... "
"63","동박업체들, 유럽 시장 공략 속도…현지생산 늘리고 고객사 확보","  현재 헝가리 제1공장에서 연산 1만5천t 규모로 전기차 배터리용 동박(전지박)을 생산 중이며, 이달 중으로 연산 2만3천t 규모의 헝가리 제2공장이 양산을 시작할 예정이다. 헝가리 생산공장에서 2026년까지 총 10만t을... "
"64","[더벨]하나은행, '폴란드' 사무소 개소 본격 착수","  신한은행 폴란드 사무소는 헝가리 부다페스트에 사무소가 생긴 이후 독일법인으로 흡수됐다. 헝가리 부다페스트에는 신한은행, 우리은행 사무소가 있다. 체코 오스트라바에는 하나은행 사무소가 있다. 이 가운데... "
"65","영국 리버티 스틸, 헝가리 두나페르 친환경 철강생산 체제 수립 중","  영국 소유의 리버티 스틸은 최근 인수한 헝가리의 두나 페루 공장의 친환경 철강 생산 계획을 수립 중이다.... 헝가리 정치인들은 이 공장의 새로운 소유권을 놓고 브뤼셀과 협상을 벌이고 있는 중이다. 리버티는 어려운... "
"66","""의협, 헝가리·우즈벡 등 해외의대 사실상 옹호""","  ﻿﻿﻿﻿﻿ 헝가리 해외 의과대학을 상대로 인정 무효 법적다툼을 벌이고 있는 ‘공정한 사회를 바라는... 공의모는 지난 5일 의사협회 회관 앞에서 '헝가리의대 인정소송 협조 요청 무시에 대한 항의' 시위를 진행하며... "
"67","[모닝픽] 헝가리 헤베스 카운티, 삼성SDI 괴드 공장 배터리 셀 폐기물 철거 명...","  ◇헤베스 카운티, 아바사르 마을 외곽 창고에 불법 보관중인 삼성SDI 헝가리 괴드 공장 배터리 셀 폐기물 철거 명령 헝가리 북부 헤베스 카운티는 아바사르 마을 외곽 창고에 불법 보관 중인 삼성SDI 괴드 배터리... "
"68","건양대, 잼버리 참여 헝가리 대원에게 기숙사 제공","  건양대 창의융합캠퍼스 전광판에 헝가리어로 잼버리 헝가리 참가대원의 건양대 방문을 환영하는 문구가 표출되고 있다. (사진=건양대 제공) 건양대학교(총장 김용하)는 2023 새만금 세계스카우트잼버리 행사에 참여한... "
"69","[컨콜] LG화학 ""日 도레이 헝가리 합작법인, 분리막 수율 개선""","  LG화학은 27일 열린 올해 2·4분기 실적 컨퍼런스콜에서 ""작년 출범한 일본 도레이와의 헝가리 합작 법인(LG 도레이 헝가리 배터리 세퍼레이터 Kft)은 올해 5월부터 분리막 원단 생산을 시작해 수율 개선 등이 진행되고... "
"70","[포토]주민들과 인사 나누는 헝가리 스카우트 대원들","  2023 세계스카우트잼버리대회 K-팝 슈퍼라이브가 11일 서울 마포구 서울월드컵경기장에서 열린 가운데 공연을 각국 대원들이 이동하고 있다. "
"71","세계선 단체전 5연패 노리던 남자 펜싱 사브르, 결승전 헝가리에 석패","  결승에서 헝가리에 42-45로 졌다. 사브르 남자 대표팀은 2017년부터 지난해까지, 코로나19로 대회가 열리지 않았던 2020년과 2021년을 제외하고 4개 대회 연속 단체전 우승을 차지했다. 헝가리는 2007년 이후 16년 만에... "
"72","미국, 헝가리 '비자 면제' 제한","  미국 정부가 1일 헝가리에 대한 비자 면제 프로그램 제한 조치를 발표했습니다. 부다페스트 주재 미국 대사관은 이날 성명에서 지난 9년간 헝가리 여권을 발급받은 약 100만 명의 신원이 충분히 확인되지 않아... "
"73","재즈가 흐르지 않는 앞집엔 비명이…도끼맨의 예고대로였다 [오현우의 듣는 사...","  1933년 헝가리 작곡가 레죄 셰레시가 쓴 ‘글루미 선데이’ 이야기다. 이 노래를 듣고 극단적 선택을 하는 사람이 줄을 잇자 죽음의 송가라는 별칭이 붙었다. 1936년 헝가리 청년이 유서에 이 노래를 언급한 뒤 숨졌다.... "
"74","신왕다, 헝가리에 공장 신설… `유럽진출` K-배터리와 경쟁","  중국 배터리업체인 신왕다가 유럽 헝가리에 신규 배터리공장 건설을 추진하고 있다. 이는 유럽... 2일 시나닷컴 등 중국 외신에 따르면 중국 신왕다는 헝가리에 최대 19억6000만위안(약 3524억원)을 투자해 전기차 배터리... "
